Activity_ID,Source_IP,Destination_IP,Protocol,Port,Bytes_Transferred,Connection_Type,User_Agent,Activity_Time,Threat_Level
84a36b6e-1986-47c2-89bb-864195993cc3,9.62.70.127,129.176.112.172,TCP,17011.0,5420.0,Incoming,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.7h1324.0 Mobile/90E218 Safari/533.1",2024-02-12 14:00:00,1
aed8e528-a401-4748-943c-7bea957467ba,37.66.235.149,149.136.52.11,TCP,46730.0,9260.0,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.6x5854.0 Mobile/50D047 Safari/534.2",2021-09-27 21:00:00,0
492913b8-c02e-4328-bb47-10ee50c9f128,176.44.42.148,23.219.128.231,ICMP,21508.0,8866.0,Outgoing,Opera/9.13.(X11; Linux i686; hr-HR) Presto/2.9.163 Version/12.00,2024-02-01 09:00:00,0
89d3625a-3b28-452e-ac71-637037dda0ff,105.23.173.133,214.52.140.241,ICMP,46595.0,6119.0,Outgoing,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.6.20) Gecko/6264-06-09 08:52:41 Firefox/3.8,2020-11-13 08:00:00,1
4473489e-4f67-49c6-820a-bda5ce5d5d6c,29.25.42.243,2.210.235.136,ICMP,10425.0,1913.0,Outgoing,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/34.0.864.0 Safari/532.0",2020-08-28 19:00:00,0
d4396c25-ef09-4dc6-898c-705e7ce00098,78.210.22.225,37.116.191.9,ICMP,21884.0,9552.0,Incoming,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.24.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.24.4",2024-10-20 07:00:00,1
17fecf04-4ff7-4b8d-9edc-380588ec1af4,193.18.148.235,142.124.172.93,ICMP,12578.0,6562.0,Incoming,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),2021-08-01 12:00:00,1
c5c3e516-15fb-40b0-a4b6-85263b4cf441,,6.154.234.69,UDP,25486.0,1082.0,Incoming,Opera/8.72.(Windows NT 6.1; ku-TR) Presto/2.9.163 Version/11.00,2021-10-15 11:00:00,1
a4256f3e-4f79-47b5-95fe-263d5f382a4a,32.136.29.119,24.225.197.206,UDP,31062.0,4093.0,Incoming,Opera/8.65.(Windows NT 6.2; cv-RU) Presto/2.9.186 Version/11.00,2023-06-20 12:00:00,1
7b056584-a5ef-4ba6-8489-b3a0b30b4499,49.237.69.180,172.181.57.151,ICMP,56799.0,5354.0,Outgoing,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8; rv:1.9.4.20) Gecko/9662-03-31 09:56:42 Firefox/10.0,2021-07-29 02:00:00,1
7f1bad77-b270-4813-8bcb-431f75a6ff0c,102.106.73.249,54.209.74.141,UDP,8896.0,818.0,Outgoing,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/58.0.863.0 Safari/536.1",2020-03-07 23:00:00,0
af677cc2-7b71-4c24-adef-3f5b60ae3fc4,71.223.36.49,186.234.110.186,TCP,38178.0,3943.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ko-KR) AppleWebKit/532.37.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.37.2",2024-04-16 00:00:00,1
c0416080-bfdc-4115-b0aa-17d09415067f,51.238.182.36,105.250.153.101,TCP,60835.0,3182.0,Outgoing,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9694-03-07 15:46:37 Firefox/3.8,2020-10-23 15:00:00,1
8e22ca09-60b2-40a8-9cef-84a70a874cce,60.43.153.130,37.77.94.63,TCP,18901.0,2167.0,Incoming,Opera/9.72.(X11; Linux i686; ta-IN) Presto/2.9.186 Version/11.00,2022-04-05 04:00:00,1
0b3fcd37-389f-4f7f-94bf-52177008f08e,74.45.55.64,52.78.133.87,TCP,59406.0,6228.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),2021-05-17 00:00:00,0
d20a282c-12c9-4a7d-84de-d6ef023699ee,178.215.115.224,66.123.4.234,UDP,13480.0,2948.0,Incoming,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),2023-04-27 22:00:00,0
fcb09e1f-987c-4bd8-a3dd-9d096554b338,188.225.46.136,45.238.66.47,UDP,11120.0,9860.0,Incoming,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),2023-04-04 17:00:00,1
1324bece-baf8-4277-bde8-562f8555cdc0,1.224.103.246,167.72.77.130,UDP,29746.0,674.0,Incoming,Opera/9.46.(X11; Linux x86_64; ky-KG) Presto/2.9.172 Version/10.00,2023-07-14 08:00:00,0
fd491b94-4ca9-4b95-9efc-8358b9aae75a,28.136.20.116,4.76.11.35,ICMP,8285.0,4265.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; om-KE) AppleWebKit/532.41.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.41.7",2024-01-18 17:00:00,0
f30beeff-4baf-452f-8157-d29ef31febe5,167.94.203.107,12.219.206.247,ICMP,38922.0,9344.0,Outgoing,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_6; rv:1.9.3.20) Gecko/2481-12-22 11:50:17 Firefox/3.8,2020-12-30 18:00:00,0
022380ef-c2ea-429e-9a8c-daa86742d9c0,210.93.229.24,65.166.97.243,TCP,60497.0,7853.0,Outgoing,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.1),2022-07-25 01:00:00,0
40399916-9bf9-4587-86f6-96620a810074,215.33.30.129,150.211.38.246,ICMP,3591.0,1340.0,Outgoing,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6039-04-10 11:06:43 Firefox/3.8,2021-08-09 10:00:00,0
b0e00914-001b-411b-b6f1-ef145e595186,161.254.35.123,10.2.35.179,ICMP,16063.0,8109.0,Outgoing,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/18.0n1448.0 Mobile/70Y149 Safari/533.2",2023-08-29 02:00:00,0
7f2a8c4b-07ef-4046-8e6b-fad7700b466b,188.182.201.179,163.137.181.79,TCP,13817.0,5558.0,Outgoing,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.1y7428.0 Mobile/75D742 Safari/532.0",2023-03-29 01:00:00,1
8c200d6d-7947-44f5-bfa4-c0d2be9b108b,7.66.204.66,188.214.28.41,ICMP,,1187.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; mhr-RU) AppleWebKit/531.8.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.8.1",2023-02-05 05:00:00,1
5b418fde-4cd5-4f11-abf3-6f41110b7614,209.138.241.177,144.244.135.56,TCP,34702.0,8958.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1),2022-07-31 15:00:00,0
c6f5bb7a-5add-420f-983b-dbc898c8d608,21.231.243.171,194.252.47.85,ICMP,31537.0,5133.0,Incoming,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3; rv:1.9.6.20) Gecko/2160-03-09 12:31:39 Firefox/7.0,2022-04-07 13:00:00,1
641e5282-c0e3-4c2e-984f-eeabea900220,44.235.172.195,206.104.231.39,UDP,7070.0,978.0,Outgoing,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:4.0; apn-IN) AppleWebKit/534.1.5 (KHTML, like Gecko) Version/5.0.2 Safari/534.1.5",2024-06-28 16:00:00,1
62bda16b-ee80-4bae-b570-fa0d7807c670,175.2.71.199,219.153.154.60,UDP,10937.0,,Incoming,Opera/8.77.(Windows NT 5.0; ar-IL) Presto/2.9.164 Version/12.00,2023-11-12 07:00:00,0
66fb8d09-9648-4bd2-8053-925d6a1a9780,195.184.213.234,102.197.96.193,TCP,27857.0,7942.0,Outgoing,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/34.0.816.0 Safari/531.1",2022-10-11 21:00:00,0
e10b35fd-e2f3-4792-9200-0f08500bcc3a,136.3.111.128,217.46.153.3,UDP,,4377.0,Incoming,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0),2022-10-26 07:00:00,1
0303a606-9ff3-4b1f-ad5b-8a09ffe6081c,107.89.252.233,107.109.107.206,ICMP,10720.0,1500.0,Incoming,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.859.0 Safari/533.1",2023-12-10 15:00:00,0
9848afd7-7916-4d0d-84c0-2581685f87c9,33.213.19.15,106.168.183.215,ICMP,41423.0,9281.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),2021-12-01 21:00:00,0
b521a109-295f-4631-82cf-8b6ce70dfbb9,205.129.62.128,40.113.226.106,ICMP,9601.0,4780.0,Outgoing,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/44.0.854.0 Safari/531.1",2022-02-16 03:00:00,1
e61997e2-6f7e-4b61-9b62-fc036000f34b,42.231.17.69,7.170.200.173,TCP,48462.0,3649.0,Outgoing,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3029-01-08 05:50:58 Firefox/6.0,2022-04-14 04:00:00,1
e9c8e646-c0a1-44a1-a686-19b3ee0e926e,24.210.94.11,41.186.200.138,TCP,26229.0,7128.0,Incoming,Opera/8.21.(X11; Linux x86_64; be-BY) Presto/2.9.174 Version/10.00,2023-11-12 04:00:00,1
9818768f-b628-4b55-aa92-1b73dcd3320b,117.224.12.129,215.169.241.93,TCP,25111.0,8492.0,Incoming,Opera/8.52.(X11; Linux i686; sc-IT) Presto/2.9.176 Version/12.00,2024-04-02 04:00:00,0
42b8a40e-6600-441b-b8fb-75d7befa28e5,211.81.242.102,146.224.204.132,TCP,62207.0,6355.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.1),2024-05-15 00:00:00,0
29430b48-41a0-4909-99d0-31589a465d2c,87.134.59.151,189.1.128.250,ICMP,55744.0,9507.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; unm-US) AppleWebKit/534.18.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.18.1",2021-11-10 06:00:00,0
16dae3ed-8091-445b-bce0-4dd5e0efbea3,116.234.144.103,9.25.148.232,TCP,19848.0,6972.0,Incoming,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2336-01-26 00:38:05 Firefox/3.8,2023-10-18 07:00:00,0
cfc8f49a-382a-4ea7-946a-cd8e97b6f948,57.9.230.214,25.156.16.89,ICMP,63886.0,4254.0,Incoming,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1 rv:3.0; ht-HT) AppleWebKit/532.8.6 (KHTML, like Gecko) Version/5.0.2 Safari/532.8.6",2023-10-02 14:00:00,0
23a45ddc-0c4a-4ec8-8114-393ee8430f21,118.3.112.104,208.249.245.176,TCP,40137.0,4156.0,Incoming,Opera/8.53.(X11; Linux i686; bs-BA) Presto/2.9.171 Version/11.00,2020-06-30 12:00:00,0
d74d0cad-8ce1-4c7b-be80-496d1fc403ec,67.130.38.50,57.216.84.150,TCP,57778.0,7709.0,Incoming,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0; rv:1.9.6.20) Gecko/5415-06-24 08:31:01 Firefox/3.6.2,2022-10-13 05:00:00,1
abb454d8-ebfd-40bb-88a2-dc48e045369d,95.154.154.133,42.14.95.252,TCP,42040.0,5652.0,Incoming,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),2023-06-23 23:00:00,1
ea8c8197-63a8-46c0-9680-cc1025bf6e75,110.223.7.172,190.79.42.22,UDP,7767.0,7201.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.25.4 (KHTML, like Gecko) Version/5.0 Safari/533.25.4",2023-09-03 05:00:00,0
27da19b6-c992-4c29-a98a-7a2ae94c86f8,177.254.99.51,164.231.78.206,ICMP,34797.0,4410.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; hu-HU) AppleWebKit/535.28.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.28.5",2024-10-01 12:00:00,0
c68bb0e4-ac45-480c-bbb6-b6c22c2f1996,155.208.66.2,43.176.14.50,ICMP,29319.0,5242.0,Incoming,Mozilla/5.0 (Android 4.0.4; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,2024-01-10 06:00:00,0
e06e7d6e-84b6-4821-9d51-561bd7b89141,161.236.247.19,204.239.67.81,ICMP,17972.0,8497.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),2023-04-29 18:00:00,1
6fcd682d-5cde-40c4-b14d-ab8638500c79,170.224.70.158,43.97.127.142,UDP,15240.0,510.0,Outgoing,Mozilla/5.0 (Android 2.2.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,2022-04-07 05:00:00,1
b13cdfa4-5ab7-48b6-b878-2640496fa66a,201.90.82.48,205.71.47.5,TCP,38467.0,5671.0,Outgoing,Mozilla/5.0 (Android 4.4.4; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,2020-07-11 21:00:00,1
9ac9c5f4-c79a-4bf4-86be-7b31403f6109,20.180.162.78,34.94.96.102,UDP,3002.0,4378.0,Outgoing,Opera/8.46.(X11; Linux i686; iu-CA) Presto/2.9.181 Version/11.00,2020-12-25 21:00:00,1
3e30d386-aabd-4453-be27-f4b33479f402,41.183.141.136,23.166.38.194,ICMP,1690.0,5358.0,Outgoing,Opera/9.53.(Windows 95; rw-RW) Presto/2.9.182 Version/12.00,2021-07-31 14:00:00,1
ecf1cc29-3f93-478f-95c8-426842b0549f,141.153.132.83,27.33.17.74,UDP,26533.0,8043.0,Incoming,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),2022-12-05 19:00:00,0
cb250aca-949b-4a63-b382-e71daad488ad,200.148.198.231,3.127.102.235,UDP,49530.0,9669.0,Incoming,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/59.0.863.0 Safari/535.1",2020-06-13 22:00:00,1
5d3e534f-0f19-466f-aa81-4b73af9fa09a,149.14.234.161,140.252.160.172,UDP,,5486.0,Outgoing,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/58.0.879.0 Safari/534.0",2023-09-23 13:00:00,0
21ea8334-73d6-4149-a28e-4de86616c9ff,52.174.84.239,112.97.115.82,UDP,43814.0,931.0,Incoming,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/58.0.826.0 Mobile/40O935 Safari/532.0",2022-05-10 22:00:00,0
ff392444-5d0e-4e51-b1db-913b64b8b6ee,188.187.185.101,34.150.102.115,ICMP,1429.0,7142.0,Outgoing,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/20.0.816.0 Safari/531.0",2024-06-19 14:00:00,1
20f97bb2-494f-48ec-a973-b39c6764e4ca,44.250.249.35,76.183.148.243,ICMP,12166.0,8141.0,Outgoing,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/10.4q6906.0 Mobile/83L105 Safari/533.0",2024-03-04 14:00:00,0
88fe429b-17aa-47da-ba5b-7faeb6075499,61.36.63.250,66.245.97.98,UDP,55855.0,3251.0,Incoming,Opera/9.30.(X11; Linux i686; nan-TW) Presto/2.9.187 Version/11.00,2023-07-23 19:00:00,1
82066b9c-67fc-4f4d-ba36-8677c97c4cf9,57.75.105.219,2.31.187.13,TCP,,5613.0,Outgoing,Mozilla/5.0 (Android 2.3.2; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,2024-07-03 03:00:00,1
167b396c-b3dc-4bd2-9408-fd2f63e90dc1,40.146.112.226,113.96.34.195,TCP,62727.0,7836.0,Outgoing,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.5.20) Gecko/5028-05-09 18:42:22 Firefox/3.8,2023-08-21 17:00:00,0
18313d1c-eae4-4054-8761-657b9e65eec4,86.240.63.57,134.184.25.166,TCP,39390.0,4452.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; brx-IN) AppleWebKit/534.47.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.47.6",2024-08-27 05:00:00,1
3f610bf1-70fd-4a2e-b27a-1ba81f8eced7,105.112.8.105,155.197.235.218,TCP,9418.0,5479.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mt-MT) AppleWebKit/533.44.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.44.6",2022-10-16 13:00:00,1
29914417-29fd-4d8d-88ef-1c564a53ff47,142.136.12.197,16.141.62.90,ICMP,32373.0,6507.0,Outgoing,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/51.0.837.0 Mobile/68E486 Safari/532.1",2021-12-25 23:00:00,0
298b0ac6-a835-4824-98cc-3194c5bfbf6f,187.150.149.49,198.174.115.29,TCP,7030.0,6667.0,Incoming,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9761-11-30 17:35:03 Firefox/12.0,2023-04-15 08:00:00,0
1dc76729-27ac-497d-95fc-4abf681e8988,,153.0.193.235,TCP,10800.0,4178.0,Incoming,Opera/9.51.(Windows NT 6.0; sc-IT) Presto/2.9.170 Version/10.00,2023-10-08 04:00:00,0
21bd7a92-b9c1-4539-a24f-539b34787b42,164.237.192.15,130.24.237.79,ICMP,50757.0,9832.0,Outgoing,Opera/9.69.(Windows 95; ast-ES) Presto/2.9.177 Version/10.00,2021-05-19 10:00:00,0
f0d2be1e-044b-4226-b214-62cea00cba81,84.185.218.19,74.4.139.248,ICMP,34278.0,6056.0,Incoming,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.11.3 (KHTML, like Gecko) Version/4.1 Safari/533.11.3",2020-09-25 21:00:00,1
d168d4f0-8887-4976-a467-34df2f1b5215,185.224.156.241,121.241.128.233,UDP,64484.0,7680.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ti-ER) AppleWebKit/531.9.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.9.7",2020-01-31 12:00:00,1
f46ed8ac-89be-4d6d-adc8-ebbf40114706,178.155.166.120,85.239.155.173,ICMP,21855.0,4082.0,Outgoing,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/45.0.891.0 Safari/535.2",2024-06-07 16:00:00,1
ba20efe2-4572-4f3e-94d4-6fe7816122e8,180.78.163.15,131.62.206.204,TCP,27974.0,8478.0,Outgoing,Opera/9.14.(Windows NT 6.2; ff-SN) Presto/2.9.168 Version/12.00,2021-11-23 04:00:00,1
12549e90-9d3e-401b-836a-1eb5327e2fc6,13.228.249.176,120.160.154.194,ICMP,5501.0,7857.0,Outgoing,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5 rv:5.0; apn-IN) AppleWebKit/531.24.6 (KHTML, like Gecko) Version/4.1 Safari/531.24.6",2024-05-30 12:00:00,0
86d986f1-234c-48b7-8878-1765028125a4,208.226.12.108,172.90.29.239,ICMP,38557.0,5496.0,Outgoing,Opera/8.75.(Windows NT 5.0; mn-MN) Presto/2.9.190 Version/12.00,2024-07-26 07:00:00,0
baaa914d-9680-4a71-966e-3189ff5a23bc,160.242.224.102,146.41.0.145,UDP,57564.0,6613.0,Incoming,Mozilla/5.0 (Windows NT 10.0; wo-SN; rv:1.9.1.20) Gecko/9472-07-18 10:35:33 Firefox/3.6.14,2021-07-20 11:00:00,0
